auto/1487281958988538-0-0.jpg,0.0705829,0.10264446
auto/14872819606089337-0-0.jpg,0.11125204,0.13122632
auto/14872819614030378-0-0.jpg,0.30641496,0.2978588 
auto/14872819621068048-0-0.jpg,0.27007088,0.26535007
auto/14872819629794474-0-0.jpg,0.31221589,0.30131254
auto/14872819638287563-0-0.jpg,0.31853086,0.3021625 
auto/14872819646805637-0-0.jpg,0.30258203,0.30104005
auto/1487281965478964-0-0.jpg,0.32333463,0.32091239
auto/14872819663057048-0-0.jpg,0.32463256,0.32669738
auto/14872819670271428-0-0.jpg,0.34024671,0.34660786
auto/14872819677341008-0-0.jpg,0.33484969,0.34041598
auto/14872819684364185-0-0.jpg,0.32955042,0.34042457
auto/14872819692267616-0-0.jpg,0.34033713,0.34972617
auto/14872819699343607-0-0.jpg,0.35968903,0.36493412
auto/14872819707184305-0-0.jpg,0.34751755,0.35030928
auto/14872819714997663-0-0.jpg,0.36256418,0.36822122
auto/14872819722975404-0-0.jpg,0.38150954,0.38975781
auto/14872819730068176-0-0.jpg,0.37219456,0.38292378
auto/1487281973712387-0-0.jpg,0.3985453,0.41092363
auto/14872819745023727-0-0.jpg,0.40046954,0.417072  
auto/1487281975355687-0-0.jpg,0.42150274,0.43656006
auto/14872819762251275-0-0.jpg,0.39790663,0.41490677
auto/14872819770255182-0-0.jpg,0.40579936,0.42073047
auto/1487281977899213-0-0.jpg,0.39132273,0.40991595
auto/14872819786174617-0-0.jpg,0.34853226,0.36169621
auto/14872819794010954-0-0.jpg,0.25114155,0.27294409
auto/14872819802685692-0-0.jpg,0.3058137,0.32924038
auto/14872819810517018-0-0.jpg,0.18306963,0.2131305 
auto/14872819818451412-0-0.jpg,0.18306963,0.2131305 
auto/1487281982654216-0-0.jpg,-0.03178662,-0.00084115
auto/14872819834488552-0-0.jpg,-0.09148853,-0.06330279
auto/14872819842305717-0-0.jpg,-0.06730751,-0.03839007
auto/14872819850299962-0-0.jpg,-0.12300017,-0.0954496 
auto/1487281985808671-0-0.jpg,-0.08141186,-0.04598867
auto/1487281986681429-0-0.jpg,-0.24424405,-0.26056013
auto/14872819876023176-0-0.jpg,-0.21603514,-0.18895033
auto/1487281988507804-0-0.jpg,-0.09255038,-0.04823602
auto/14872819893888965-0-0.jpg,0.16210824,0.2036954 
auto/1487281990233393-0-0.jpg,0.16210824,0.2036954 
